property_id,address,city,state,zip_code,property_type,price,bedrooms,bathrooms,square_feet,year_built,listing_date,Parking spots,agent_name,agent_email
367,82 Kim Court,Memphis,Tennessee,38197,Condo,649750,4,2,2231,1917,3/13/2022,3,Balduin Hattam,bhattama6@huffingtonpost.com
368,6 Marcy Parkway,Glendale,Arizona,85305,Villa,276687,1,4,555,2007,3/1/2021,3,Jasper Imore,jimorea7@flickr.com
369,75 Basil Parkway,Greensboro,North Carolina,27409,Independent Floor,438927,2,4,3089,1939,7/1/2021,2,Alicia Minister,aministera8@globo.com
370,36511 Ohio Parkway,Charlotte,North Carolina,28242,Condo,449775,5,2,3445,1983,12/12/2020,3,Frayda Richmond,frichmonda9@amazon.co.uk
371,9209 West Crossing,Allentown,Pennsylvania,18105,Villa,310255,4,4,2268,1941,4/1/2021,2,Gare Dannehl,gdannehlaa@addtoany.com
372,770 1st Crossing,Dallas,Texas,75221,Villa,834137,4,1,3069,1978,5/19/2021,3,Rois Penhalurick,rpenhalurickab@webnode.com
373,45 Heath Place,Albany,New York,12222,Apartment,991066,1,3,1752,1912,5/15/2022,3,Nathanial Scothorne,nscothorneac@vistaprint.com
374,8 Shelley Parkway,Springfield,Missouri,65805,Apartment,878080,2,2,2652,1937,7/4/2022,4,Raffaello Schettini,rschettiniad@google.com.br
375,00 Judy Place,Atlanta,Georgia,30323,Independent Floor,684365,3,3,3640,2007,7/9/2021,4,Inger Whitter,iwhitterae@jalbum.net
376,63 Sommers Lane,Bozeman,Montana,59771,Condo,945417,2,3,877,1973,2/7/2021,1,Elisa Gettins,egettinsaf@tiny.cc
377,11469 Fairview Place,Hot Springs National Park,Arkansas,71914,Apartment,575478,1,3,1320,1931,12/31/2022,2,Westley Gateland,wgatelandag@rambler.ru
378,52 Schiller Point,New York City,New York,10120,Villa,480893,4,2,2604,1953,3/29/2022,2,Willa Darben,wdarbenah@imageshack.us
379,34641 Glendale Place,Stockton,California,95205,Villa,160487,1,3,3833,1924,6/21/2023,1,Vlad McVrone,vmcvroneai@nhs.uk
380,1 Jana Avenue,Tucson,Arizona,85715,Condo,446902,5,4,1088,1996,7/28/2022,3,Malina Birkwood,mbirkwoodaj@senate.gov
381,8 Roxbury Alley,Stockton,California,95210,Condo,437699,5,3,1058,1920,9/4/2022,4,Uta Sedgeworth,usedgeworthak@china.com.cn
382,4525 Arkansas Drive,Anchorage,Alaska,99507,Independent Floor,591864,4,2,1294,2020,6/1/2023,3,Gerty Treske,gtreskeal@github.com
383,1 Dawn Terrace,Melbourne,Florida,32919,Condo,685349,3,4,1326,1983,4/27/2021,3,Abbie Mingame,amingameam@webmd.com
384,7 Weeping Birch Lane,Boston,Massachusetts,2216,Apartment,656650,5,3,4400,1976,12/17/2020,4,Rickard Jennick,rjennickan@hao123.com
385,39387 Bashford Circle,Washington,District of Columbia,20551,Villa,622718,3,1,4908,1915,7/25/2021,2,Alfredo Capron,acapronao@gravatar.com
386,00 Pepper Wood Street,Colorado Springs,Colorado,80945,Independent Floor,969162,5,3,4150,2002,2/9/2022,1,Anny Hazael,ahazaelap@yelp.com
387,8698 Fairfield Plaza,Salem,Oregon,97312,Condo,432420,1,3,1545,1920,5/8/2022,2,Cristen Dewhirst,cdewhirstaq@sbwire.com
388,012 Atwood Trail,Tucson,Arizona,85748,Apartment,438613,1,4,1873,1976,9/1/2021,1,Shirley Bielby,sbielbyar@kickstarter.com
389,3095 Reinke Street,Atlanta,Georgia,30301,Apartment,744392,3,2,2752,2007,5/20/2023,3,Lola Walak,lwalakas@mapy.cz
390,8 Scott Street,Sacramento,California,95828,Independent Floor,901190,4,3,4712,1986,9/22/2021,1,Caressa Bussell,cbussellat@networkadvertising.org
391,7 Hanson Place,Orlando,Florida,32808,Condo,933661,2,1,4882,2019,4/26/2021,4,Sol Titcombe,stitcombeau@unc.edu
392,98169 Dakota Way,San Antonio,Texas,78235,Villa,806176,5,2,1945,1977,12/21/2022,3,Lillian Powelee,lpoweleeav@phoca.cz
393,91255 Brown Point,North Little Rock,Arkansas,72199,Condo,512961,4,3,538,1980,8/28/2022,2,Wilona Midlar,wmidlaraw@liveinternet.ru
394,58197 Coleman Crossing,Paterson,New Jersey,7544,Villa,703108,3,2,1869,2002,1/30/2022,4,Charin Loadwick,cloadwickax@vimeo.com
395,35843 Bobwhite Park,Washington,District of Columbia,20430,Independent Floor,122081,5,4,631,2008,4/30/2022,3,Rubie Cash,rcashay@nytimes.com
396,43966 Golden Leaf Trail,Cincinnati,Ohio,45243,Apartment,611280,1,3,4327,1983,1/17/2022,3,Revkah Sorrel,rsorrelaz@addtoany.com
397,47779 Myrtle Plaza,Dallas,Texas,75323,Independent Floor,568575,3,2,3561,1947,2/10/2023,1,Minne Oakey,moakeyb0@freewebs.com
398,926 Talmadge Point,Denver,Colorado,80204,Villa,371797,4,4,1792,2014,8/6/2021,1,Welbie Swaton,wswatonb1@sciencedaily.com
399,5509 Waywood Park,Pensacola,Florida,32526,Independent Floor,769241,5,3,1223,1968,11/20/2021,2,Tremain Gascoigne,tgascoigneb2@umn.edu
400,9771 Jana Pass,Saint Louis,Missouri,63169,Independent Floor,371567,1,3,4607,1948,2/15/2021,2,Olympe Marcam,omarcamb3@cisco.com
401,53756 Green Lane,Los Angeles,California,90060,Villa,241268,3,2,1015,2017,5/31/2021,1,Tybalt Beswetherick,tbeswetherickb4@admin.ch
402,8140 Dwight Hill,San Diego,California,92145,Condo,390234,5,4,2242,1923,1/7/2022,2,Trudi Simonsen,tsimonsenb5@topsy.com
403,72 Norway Maple Terrace,Reno,Nevada,89505,Condo,434010,1,1,3085,1905,4/11/2021,2,Natassia Toten,ntotenb6@nyu.edu
404,29075 Lindbergh Circle,Duluth,Minnesota,55811,Villa,341106,2,3,1728,1934,3/3/2021,1,Aube Suff,asuffb7@bandcamp.com
405,72 Sullivan Court,Detroit,Michigan,48217,Villa,509332,4,4,2820,1903,7/16/2022,1,Baron Huxter,bhuxterb8@deliciousdays.com
406,24 Lukken Street,Pittsburgh,Pennsylvania,15210,Condo,743330,2,3,754,1985,1/7/2021,2,Bernita Shenley,bshenleyb9@blinklist.com
407,278 Mcguire Park,Odessa,Texas,79764,Condo,179885,2,1,2359,1934,12/31/2022,3,Sanderson Surgeoner,ssurgeonerba@usnews.com
408,21883 Homewood Street,Dallas,Texas,75241,Apartment,118807,5,2,4214,1946,3/30/2021,1,Bevvy Fray,bfraybb@time.com
409,75802 Amoth Point,Stockton,California,95205,Condo,337677,1,4,3964,1964,2/6/2023,1,Moll Markson,mmarksonbc@godaddy.com
410,19 Twin Pines Parkway,Washington,District of Columbia,20238,Apartment,131753,4,1,1956,1954,12/18/2021,3,Krishnah Leteurtre,kleteurtrebd@amazonaws.com
411,386 Sycamore Trail,Los Angeles,California,90020,Villa,373720,1,4,798,2019,6/12/2021,1,Darrelle Blower,dblowerbe@flavors.me
412,207 Elgar Place,Tacoma,Washington,98417,Apartment,438480,2,2,2827,1919,5/27/2023,2,Misti Cornell,mcornellbf@ucoz.com
413,8197 Twin Pines Court,Amarillo,Texas,79188,Independent Floor,422328,2,2,3334,1939,5/26/2023,1,Editha Silmon,esilmonbg@nih.gov
414,2705 Beilfuss Court,Plano,Texas,75074,Villa,357362,4,3,786,1956,11/15/2021,1,Paten Dugmore,pdugmorebh@sbwire.com
415,90978 Garrison Lane,Roanoke,Virginia,24009,Condo,759197,3,3,1186,2007,2/5/2023,2,Lazare Roubeix,lroubeixbi@scribd.com
416,7 Springview Court,Toledo,Ohio,43615,Independent Floor,872166,5,2,1012,1942,11/14/2020,2,Arney Capelen,acapelenbj@vk.com
417,6 Mallory Point,Fort Wayne,Indiana,46805,Villa,107955,3,1,4428,1971,5/8/2022,3,Cordy Esby,cesbybk@earthlink.net
418,64 East Center,El Paso,Texas,79928,Condo,967542,3,1,3276,1998,12/18/2021,3,Ebonee Amery,eamerybl@sciencedaily.com
419,705 Annamark Plaza,Levittown,Pennsylvania,19058,Villa,536189,2,3,4642,1956,7/8/2021,1,Denny Gaudon,dgaudonbm@google.com.br
420,1439 Katie Court,West Hartford,Connecticut,6127,Villa,101584,2,2,2156,1995,1/15/2022,1,Gabey Skeldon,gskeldonbn@cnbc.com
421,9 Green Ridge Center,Newton,Massachusetts,2162,Apartment,131035,2,4,4455,1978,6/14/2022,4,Nicolis Dowsett,ndowsettbo@patch.com
422,77 Northfield Avenue,Evansville,Indiana,47737,Independent Floor,748492,5,1,2483,1991,6/18/2022,3,Darill Queen,dqueenbp@nih.gov
423,219 Kropf Plaza,Cincinnati,Ohio,45243,Villa,323465,4,3,4992,1927,6/18/2021,3,Andonis Devo,adevobq@discovery.com
424,75 Maryland Terrace,Washington,District of Columbia,20057,Apartment,585284,3,1,3487,1903,11/9/2022,2,Shandee Koch,skochbr@merriam-webster.com
425,61213 Sutteridge Hill,Chicago,Illinois,60681,Independent Floor,442304,2,1,4500,1900,5/6/2022,1,Keriann Wyre,kwyrebs@acquirethisname.com
426,6601 Lillian Point,El Paso,Texas,88525,Apartment,928392,4,3,1023,1995,3/14/2022,3,Pat MacGinlay,pmacginlaybt@friendfeed.com
427,6432 Fallview Hill,Phoenix,Arizona,85083,Apartment,526565,1,4,628,1945,11/12/2021,4,Annamaria McTrustram,amctrustrambu@qq.com
428,243 4th Junction,Worcester,Massachusetts,1654,Apartment,875006,2,1,3256,1995,11/30/2020,4,Riki Hacquel,rhacquelbv@dropbox.com
429,434 Derek Park,Hartford,Connecticut,6183,Apartment,887845,1,3,2929,1979,4/12/2021,3,Chere Kelf,ckelfbw@noaa.gov
430,2 Parkside Center,Akron,Ohio,44321,Independent Floor,945116,3,4,3966,1993,1/23/2023,1,Fay Hecks,fhecksbx@oracle.com
431,16892 Walton Alley,Anaheim,California,92812,Condo,366838,3,2,4843,2019,12/27/2022,1,Odie Haggish,ohaggishby@goo.gl
432,7541 Darwin Crossing,Boston,Massachusetts,2298,Independent Floor,545897,3,3,1746,1954,3/1/2022,1,Rafaellle Shall,rshallbz@dmoz.org
433,697 Daystar Way,Omaha,Nebraska,68144,Villa,576756,5,4,572,1901,9/16/2022,3,Blaine Harriagn,bharriagnc0@hugedomains.com
434,2 Northland Center,Tacoma,Washington,98417,Condo,282358,2,3,4979,1935,10/2/2021,2,Vinson Loncaster,vloncasterc1@engadget.com
435,833 Arkansas Alley,Newton,Massachusetts,2458,Independent Floor,172441,3,1,4556,1937,3/6/2022,4,Lynnett Lemmers,llemmersc2@google.com
436,884 3rd Lane,Huntington,West Virginia,25711,Independent Floor,199342,3,1,1735,1940,8/3/2023,1,Jake Sweeting,jsweetingc3@php.net
437,3122 Hudson Alley,Peoria,Illinois,61640,Villa,496410,3,1,970,1957,12/1/2021,1,Zondra Fritchley,zfritchleyc4@springer.com
438,98 Kipling Place,Orlando,Florida,32868,Apartment,142929,3,3,2476,1901,1/23/2021,1,Dougie Sage,dsagec5@squarespace.com
439,34 Debra Street,Merrifield,Virginia,22119,Condo,179103,3,3,3124,1930,3/31/2022,3,Igor Bridgwater,ibridgwaterc6@usa.gov
440,5 Farmco Park,Jamaica,New York,11436,Villa,190833,3,4,3604,2002,8/11/2022,4,Albert Mattiazzi,amattiazzic7@plala.or.jp
441,783 Fremont Court,Whittier,California,90610,Villa,731785,4,1,3113,1967,11/26/2021,1,Noelle Bocken,nbockenc8@bloglovin.com
442,8 Comanche Crossing,Denver,Colorado,80235,Villa,897292,3,3,857,1946,4/11/2023,4,Krissy Gozzett,kgozzettc9@desdev.cn
443,26615 Pankratz Park,Huntington,West Virginia,25709,Condo,119481,1,2,3726,1909,12/4/2020,3,Daria Beardmore,dbeardmoreca@telegraph.co.uk
444,13318 Arrowood Pass,Ventura,California,93005,Apartment,712446,4,3,4670,2004,5/22/2021,3,Violetta Trace,vtracecb@drupal.org
445,23129 Upham Parkway,Tacoma,Washington,98447,Independent Floor,120410,3,1,581,1967,7/17/2021,2,Kally Gullivan,kgullivancc@geocities.com
446,79920 Rutledge Terrace,Pittsburgh,Pennsylvania,15205,Independent Floor,774252,5,1,2256,1973,6/13/2022,2,Lynnea Uff,luffcd@51.la
447,8 Meadow Ridge Crossing,Tacoma,Washington,98411,Independent Floor,906415,2,4,684,1950,4/23/2021,1,Janaye Sainthill,jsainthillce@yahoo.com
448,6857 Logan Lane,Baton Rouge,Louisiana,70826,Independent Floor,117744,2,2,4841,2016,8/26/2022,3,Kristel Mulmuray,kmulmuraycf@topsy.com
449,533 Monterey Center,Washington,District of Columbia,20337,Independent Floor,438147,2,2,4669,1920,8/11/2022,2,Rudd Gaul,rgaulcg@hhs.gov
450,092 Warrior Hill,Tucson,Arizona,85754,Apartment,311421,4,4,959,2021,10/23/2021,2,Ignacius Acreman,iacremanch@guardian.co.uk
451,53 Transport Trail,Ogden,Utah,84409,Villa,946438,2,4,4232,1912,9/20/2022,3,Eveline Conklin,econklinci@google.com.au
452,36 Anhalt Road,Springfield,Illinois,62723,Apartment,301080,2,1,2799,1968,8/29/2022,3,Willy Rigmond,wrigmondcj@hc360.com
453,5 Lunder Street,Savannah,Georgia,31416,Villa,501999,1,2,779,1973,6/25/2022,3,Carlo Bramwich,cbramwichck@canalblog.com
454,0 Ohio Trail,Sterling,Virginia,20167,Independent Floor,516356,2,1,624,1948,5/10/2022,1,Shepperd Benzie,sbenziecl@salon.com
455,65 Westridge Hill,Amarillo,Texas,79159,Condo,832330,5,3,1351,1994,6/28/2021,3,Beatrix Callard,bcallardcm@angelfire.com
456,156 Westridge Avenue,Pueblo,Colorado,81015,Apartment,393611,3,4,1291,1930,5/25/2023,4,Kari Jimmes,kjimmescn@indiatimes.com
457,44 Luster Avenue,Fresno,California,93794,Condo,728259,5,3,1422,1940,5/11/2023,2,Zsazsa Leimster,zleimsterco@discovery.com
458,24242 Trailsway Circle,Oklahoma City,Oklahoma,73142,Villa,473511,1,1,3367,1977,4/16/2023,4,Nata Tomaszkiewicz,ntomaszkiewiczcp@nbcnews.com
459,46067 Dottie Park,Brockton,Massachusetts,2305,Condo,135999,3,3,2450,1976,6/22/2021,4,Maire Chrystal,mchrystalcq@stumbleupon.com
460,184 Donald Circle,Cleveland,Ohio,44111,Villa,923822,4,1,4576,1941,3/25/2021,2,Beniamino Corneille,bcorneillecr@sourceforge.net
461,577 Declaration Avenue,Jacksonville,Florida,32225,Independent Floor,485362,2,3,4724,1941,5/18/2023,2,Jack Mordey,jmordeycs@taobao.com
462,53 Memorial Plaza,Muskegon,Michigan,49444,Villa,940735,1,4,3532,1927,12/18/2022,1,Peder Rutgers,prutgersct@tripadvisor.com
463,46 Kings Crossing,Huntington,West Virginia,25775,Independent Floor,323780,4,2,2867,1903,3/3/2021,4,Joseph Bute,jbutecu@earthlink.net
464,72 Hudson Drive,Pittsburgh,Pennsylvania,15279,Apartment,741837,4,2,1749,1970,3/25/2022,2,Gustave Eckhard,geckhardcv@ed.gov
465,65 Arkansas Terrace,Las Vegas,Nevada,89193,Independent Floor,541927,5,3,1792,1926,4/6/2023,4,Adel Danick,adanickcw@shinystat.com
466,15525 Milwaukee Parkway,Boston,Massachusetts,2119,Apartment,540803,3,1,1688,1933,10/23/2022,4,Say Gamwell,sgamwellcx@mit.edu
467,8247 Hagan Hill,Memphis,Tennessee,38119,Apartment,552794,4,2,1221,1910,4/4/2022,4,Mag Biggs,mbiggscy@biblegateway.com
468,688 Fieldstone Street,Miami,Florida,33185,Independent Floor,314818,4,1,1327,1950,8/18/2022,1,Ludovika Clarke,lclarkecz@github.com
469,345 Eastwood Place,Oklahoma City,Oklahoma,73142,Apartment,675558,1,2,4455,1982,4/9/2021,2,Josephina Cockerill,jcockerilld0@senate.gov
470,6 Corben Drive,Newton,Massachusetts,2458,Independent Floor,491294,5,1,1407,1981,8/16/2021,4,Karry Mantz,kmantzd1@nyu.edu
471,5598 Clarendon Crossing,Minneapolis,Minnesota,55441,Condo,112931,4,4,3055,1960,2/16/2023,4,Krystal Chalker,kchalkerd2@vistaprint.com
472,33879 Onsgard Parkway,Corona,California,92883,Villa,576696,3,1,2073,1905,3/11/2022,2,Ben Spiers,bspiersd3@eepurl.com
473,37 Chive Plaza,Philadelphia,Pennsylvania,19172,Independent Floor,654077,5,3,4995,1904,3/8/2021,2,Lorette Lampkin,llampkind4@photobucket.com
474,272 Lunder Place,Suffolk,Virginia,23436,Villa,792520,5,1,3436,1914,4/12/2021,2,Clyve Wedmore,cwedmored5@xinhuanet.com
475,90 Carberry Park,Mount Vernon,New York,10557,Villa,615723,1,3,2001,1935,4/3/2023,4,Kassey Adlington,kadlingtond6@sciencedaily.com
476,0200 Mariners Cove Lane,Saint Paul,Minnesota,55108,Villa,713320,3,2,1440,1941,12/17/2022,2,Ondrea Worthy,oworthyd7@bravesites.com
477,14197 Schmedeman Parkway,Kansas City,Missouri,64144,Condo,696802,3,1,3541,1915,5/3/2023,3,Gwenore Lequeux,glequeuxd8@angelfire.com
478,42448 Glendale Alley,Lawrenceville,Georgia,30245,Apartment,766986,4,1,2778,1979,5/4/2023,2,Fabien Kuna,fkunad9@xrea.com
479,39210 Crest Line Crossing,Sacramento,California,94273,Apartment,475970,4,1,4239,1945,5/18/2022,3,Reinald Brown,rbrownda@businessweek.com
480,1948 Barnett Alley,Pittsburgh,Pennsylvania,15261,Apartment,146848,3,1,3039,2005,2/20/2023,4,Sibley Pencost,spencostdb@nifty.com
481,7 Bayside Park,Hagerstown,Maryland,21747,Condo,521053,2,1,1798,1964,10/23/2022,2,Manny Hollington,mhollingtondc@miitbeian.gov.cn
482,8 Arrowood Plaza,Irvine,California,92710,Apartment,259700,1,1,681,1966,6/6/2022,2,Hendrick Ferrario,hferrariodd@delicious.com
483,44262 Declaration Place,Lancaster,Pennsylvania,17622,Apartment,421345,1,2,3466,1919,11/19/2022,2,Sonya Gerrietz,sgerrietzde@howstuffworks.com
484,47248 Summerview Junction,Young America,Minnesota,55557,Apartment,382301,2,3,1575,2008,1/2/2023,4,Rafaello Myrick,rmyrickdf@goo.ne.jp
485,51 Kings Junction,Birmingham,Alabama,35290,Condo,818667,4,4,509,2004,11/21/2021,4,Dar Gritsunov,dgritsunovdg@illinois.edu
486,835 Fairview Street,Pasadena,California,91109,Villa,919741,5,2,4652,1947,3/11/2023,4,Felicdad Mirrlees,fmirrleesdh@google.cn
487,674 Messerschmidt Hill,Grand Forks,North Dakota,58207,Apartment,355107,2,1,2075,1904,4/14/2023,3,Vyky Turfes,vturfesdi@usgs.gov
488,9 Oak Valley Park,Decatur,Georgia,30089,Apartment,457504,3,1,4285,2007,1/4/2023,2,Fergus Antognelli,fantognellidj@deliciousdays.com
489,40 Melrose Drive,Birmingham,Alabama,35285,Villa,146966,2,3,3453,1942,10/19/2022,2,Reeba Asaaf,rasaafdk@spiegel.de
490,99761 Glendale Hill,Madison,Wisconsin,53790,Independent Floor,461918,1,4,2133,1990,5/31/2023,4,Georgetta Thaxter,gthaxterdl@tinyurl.com
491,166 4th Crossing,Miami,Florida,33164,Apartment,620286,4,1,4338,1975,9/23/2022,2,Celka Frears,cfrearsdm@hexun.com
492,963 Ruskin Way,Aurora,Colorado,80044,Condo,205082,2,2,3381,2019,6/14/2022,4,Margette McVeagh,mmcveaghdn@archive.org
493,4 Burning Wood Center,Springfield,Missouri,65810,Villa,658266,5,2,1960,1965,12/10/2020,4,Elden Amberson,eambersondo@china.com.cn
494,80 Milwaukee Point,Richmond,Virginia,23213,Condo,149481,4,3,1976,2005,11/19/2022,2,Cullie Harmon,charmondp@yellowbook.com
495,8631 Elmside Plaza,Carol Stream,Illinois,60158,Independent Floor,570050,3,3,4684,1932,4/2/2023,1,Kellen Carnalan,kcarnalandq@hubpages.com
496,08707 Springs Alley,Charleston,West Virginia,25321,Independent Floor,717265,5,2,3894,1946,8/11/2021,1,Rubi Jellico,rjellicodr@acquirethisname.com
497,875 Moulton Terrace,Sioux Falls,South Dakota,57105,Villa,244209,3,4,664,1959,10/15/2022,3,Caroline Clowley,cclowleyds@vistaprint.com
498,679 Reinke Lane,Chandler,Arizona,85246,Villa,704956,5,3,4574,2004,8/12/2021,2,Riane Fishburn,rfishburndt@answers.com
499,9571 Springs Parkway,Waco,Texas,76796,Condo,411820,2,3,3948,1995,1/25/2023,2,Isabella Guinane,iguinanedu@issuu.com
500,8 Haas Court,Pittsburgh,Pennsylvania,15255,Condo,965420,1,4,824,1985,9/19/2022,3,Remy Inggall,ringgalldv@vistaprint.com
501,033 Fallview Park,Washington,District of Columbia,20530,Independent Floor,450290,3,3,1312,1945,10/10/2021,1,Marabel Bertson,mbertsondw@mit.edu
502,083 Merrick Alley,Omaha,Nebraska,68105,Condo,338358,2,2,4082,1953,1/13/2023,4,Kasper Calbert,kcalbertdx@clickbank.net
503,51381 Carberry Junction,Shawnee Mission,Kansas,66205,Villa,979816,3,1,1005,1972,5/25/2021,4,Jeff McFeate,jmcfeatedy@opensource.org
504,2 Merchant Junction,New York City,New York,10090,Villa,418255,1,4,2024,1927,5/2/2021,1,Clementia Dedon,cdedondz@slideshare.net
505,9 Grim Court,Naples,Florida,34102,Villa,755207,5,2,4683,1971,7/29/2023,4,Jermayne Chatelet,jchatelete0@soup.io
506,0727 Shopko Lane,Richmond,Virginia,23213,Apartment,364070,3,3,1156,1998,2/19/2022,2,Vi Dukes,vdukese1@rakuten.co.jp
507,4895 North Trail,Houston,Texas,77075,Condo,201558,4,4,3481,2006,6/5/2021,4,Gnni Francello,gfrancelloe2@hhs.gov
508,28 Clarendon Junction,Houston,Texas,77025,Independent Floor,775679,2,3,1861,2016,7/9/2023,4,Clementia Caldeyroux,ccaldeyrouxe3@godaddy.com
509,47 Mayfield Pass,Rochester,New York,14609,Condo,704222,5,1,4957,1994,6/8/2023,2,Rori Everall,reveralle4@t.co
510,54257 Burrows Drive,Silver Spring,Maryland,20910,Condo,859889,1,2,1506,1944,3/30/2023,1,Jefferson Wiles,jwilese5@1688.com
511,703 Elmside Center,San Antonio,Texas,78210,Condo,836264,1,2,2854,1944,12/14/2021,1,Hamid Loffill,hloffille6@independent.co.uk
512,0 Chive Junction,Columbus,Ohio,43231,Apartment,519610,4,2,4528,2018,8/20/2021,3,Marylinda Ovendon,movendone7@slideshare.net
513,5674 Sycamore Circle,Odessa,Texas,79769,Condo,939798,2,4,1481,1918,10/5/2021,4,Ailyn Metrick,ametricke8@imdb.com
514,38555 Trailsway Road,Washington,District of Columbia,20073,Independent Floor,522003,5,3,782,1905,10/3/2021,1,Jodi Clamo,jclamoe9@bing.com
515,2410 Forest Run Crossing,Chattanooga,Tennessee,37416,Independent Floor,463313,1,1,3596,1908,5/27/2023,3,Jody Brazier,jbrazierea@nydailynews.com
516,31 Norway Maple Junction,Austin,Texas,78783,Condo,358614,4,4,3567,1962,2/4/2022,1,Viviyan Stoeck,vstoeckeb@163.com
517,91 Swallow Pass,Billings,Montana,59112,Independent Floor,693377,3,3,2264,1978,8/12/2021,3,Leslie Guilford,lguilfordec@bloglovin.com
518,78244 8th Place,Huntsville,Alabama,35895,Independent Floor,266470,5,2,4273,1913,7/29/2021,2,Sabrina Harman,sharmaned@sitemeter.com
519,32823 Jenna Crossing,Terre Haute,Indiana,47812,Apartment,135203,5,2,619,1921,11/26/2022,1,Hinze Kesby,hkesbyee@goo.ne.jp
520,039 Hansons Lane,Denton,Texas,76210,Condo,103520,1,4,753,1900,9/9/2021,4,Bili Smeaton,bsmeatonef@mapquest.com
521,50614 Troy Place,Young America,Minnesota,55557,Villa,835054,5,4,3239,1964,10/4/2022,2,Jeffy Walters,jwalterseg@google.com.br
522,0959 Drewry Crossing,Orlando,Florida,32819,Apartment,954505,1,4,3241,2016,5/15/2023,3,Amelie Dablin,adablineh@guardian.co.uk
523,9 Pennsylvania Circle,San Francisco,California,94105,Condo,342340,2,2,1626,1900,12/10/2022,3,Zebulen Lipscombe,zlipscombeei@godaddy.com
524,350 Golf View Street,Oakland,California,94660,Villa,327656,5,3,2875,1969,10/16/2021,4,Paula Mountlow,pmountlowej@nationalgeographic.com
525,67973 Bluestem Place,Bakersfield,California,93386,Apartment,470881,2,3,647,1944,10/13/2021,2,Trey Challenor,tchallenorek@elpais.com
526,4 Fairview Park,Fairfield,Connecticut,6825,Condo,489460,3,4,4324,1914,3/24/2023,2,Farleigh Neeves,fneevesel@clickbank.net
527,0435 Pond Court,Boulder,Colorado,80310,Apartment,610587,4,3,4345,1998,5/1/2022,1,Ayn Barth,abarthem@xrea.com
528,2 Elka Crossing,Rochester,Minnesota,55905,Apartment,321634,3,3,3872,1990,3/24/2021,4,Kandy Parkman,kparkmanen@free.fr
529,69461 Del Sol Hill,Abilene,Texas,79605,Villa,127897,3,1,2953,1924,9/25/2022,1,Staford Beste,sbesteeo@constantcontact.com
530,38 Del Mar Place,Portland,Oregon,97240,Independent Floor,164536,5,2,3451,1913,7/26/2022,4,Eran Extance,eextanceep@pinterest.com
531,74377 Nancy Avenue,Cleveland,Ohio,44130,Villa,700649,4,3,2388,2019,7/10/2021,4,Faulkner Cuell,fcuelleq@webnode.com
532,40 Cody Plaza,El Paso,Texas,88553,Condo,865032,3,3,662,2002,9/14/2022,2,Noel Zellner,nzellnerer@usa.gov
533,7 Blackbird Avenue,Naperville,Illinois,60567,Independent Floor,919265,1,3,4705,1935,8/16/2021,2,Lauree Cloughton,lcloughtones@google.es
534,20432 Gulseth Avenue,Evansville,Indiana,47712,Independent Floor,535924,1,4,4897,1935,12/23/2020,4,Barnabe Winterburn,bwinterburnet@tamu.edu
535,128 Homewood Avenue,Birmingham,Alabama,35215,Villa,917090,3,1,4777,1943,12/26/2022,3,Ailis Tubritt,atubritteu@hud.gov
536,4 Huxley Court,Fort Collins,Colorado,80525,Apartment,391473,2,1,2872,1959,9/20/2022,2,Alva Esherwood,aesherwoodev@marriott.com
537,13140 Stoughton Place,Arlington,Texas,76096,Villa,358517,1,4,3361,1996,5/29/2023,4,Adelle Granger,agrangerew@cpanel.net
538,044 Brickson Park Lane,Honolulu,Hawaii,96850,Apartment,445113,5,1,2072,1959,4/12/2022,2,Richart Pardew,rpardewex@live.com
539,30 Cambridge Court,Lancaster,Pennsylvania,17605,Independent Floor,603503,3,4,2831,1991,5/10/2023,3,Gerik Vasiltsov,gvasiltsovey@technorati.com
540,09 Oneill Crossing,Gainesville,Florida,32605,Independent Floor,346848,1,1,2014,1933,7/29/2021,4,Missy Bazoche,mbazocheez@hubpages.com
541,8382 Springs Way,Lakeland,Florida,33805,Apartment,627084,5,3,2892,1990,12/2/2020,3,Jinny Filipov,jfilipovf0@squidoo.com
542,5889 Loomis Trail,Honolulu,Hawaii,96810,Apartment,291430,5,1,3996,2015,1/19/2022,3,Diane-marie MacRanald,dmacranaldf1@nsw.gov.au
543,85 Commercial Parkway,Des Moines,Iowa,50310,Villa,327308,2,1,2514,1995,11/8/2021,2,Auroora Sterman,astermanf2@usatoday.com
544,79119 Vidon Drive,Albany,Georgia,31704,Independent Floor,608694,2,1,3995,1978,3/5/2023,4,Bryce Polamontayne,bpolamontaynef3@freewebs.com
545,326 Blaine Court,Las Vegas,Nevada,89178,Independent Floor,415155,5,2,3846,2007,8/6/2022,3,Stanfield Dmitrienko,sdmitrienkof4@indiegogo.com
546,5 Knutson Lane,Colorado Springs,Colorado,80940,Condo,908786,4,1,1773,1917,2/12/2023,1,Jephthah Glasard,jglasardf5@upenn.edu
547,35 Duke Pass,Washington,District of Columbia,20226,Condo,608589,5,4,2657,1970,2/22/2021,3,Blondell Wonfar,bwonfarf6@moonfruit.com
548,4 Hagan Pass,Tampa,Florida,33605,Condo,185672,3,3,2795,1978,4/14/2021,3,Emmet Haycox,ehaycoxf7@forbes.com
